organisationid,organisationcode,organisationtype,subtype,sector,organisationstatus,ispimsmanaged,organisationname,parentodscode,parentname,phone,email,website,fax
41224,RMY01,Hospital,Hospital,NHS Sector,Visible,TRUE,Wellbeing Norfolk & Waveney,RMY,Norfolk and Suffolk NHS Foundation Trust,01603 421421,,https://www.nsft.nhs.uk/Pages/Home.aspx,",,,"
41225,RMY02,Hospital,Hospital,NHS Sector,Visible,TRUE,Julian Hospital,RMY,Norfolk and Suffolk NHS Foundation Trust,0300 123 4969,,http://www.nsft.nhs.uk,",,,"
41226,RMY03,Hospital,Hospital,NHS Sector,Visible,TRUE,"Northgate Hospital, Gt Yarmouth",RMY,Norfolk and Suffolk NHS Foundation Trust,01493 337652,info@nwmghp.nhs.uk,http://www.nwmhp.nhs.uk,"01493 337674,,"
41228,RMY09,Hospital,Hospital,NHS Sector,Visible,TRUE,Bickley Day Hospital,RMY,Norfolk and Suffolk NHS Foundation Trust,01953 455800,,http://www.nsft.nhs.uk/Pages/Home.aspx,"01953 458862,,,"
41230,RMY13,Hospital,Hospital,NHS Sector,Visible,TRUE,Carlton Court,RMY,Norfolk and Suffolk NHS Foundation Trust,01502 527474,,http://www.nsft.nhs.uk,"01502 538262,,,"
41246,RN313,Hospital,Hospital,NHS Sector,Visible,TRUE,Savernake Hospital,RN3,Great Western Hospitals NHS Foundation Trust,01672 517200,,www.gwh.nhs.uk,",,,"
41247,RN325,Hospital,Hospital,NHS Sector,Visible,TRUE,The Great Western Hospital,RN3,Great Western Hospitals NHS Foundation Trust,01793 604020,,http://www.gwh.nhs.uk,"01793 604021,,,"
41249,RN333,Hospital,Hospital,NHS Sector,Visible,TRUE,Chippenham Community Hospital,RN3,Great Western Hospitals NHS Foundation Trust,01249 447100,,http://www.gwh.nhs.uk,",,,"
41250,RN334,Hospital,Hospital,NHS Sector,Visible,TRUE,Trowbridge Community Hospital,RN3,Great Western Hospitals NHS Foundation Trust,01225 711300,,http://www.gwh.nhs.uk,",,,"
41260,RN506,Hospital,Hospital,NHS Sector,Visible,TRUE,Basingstoke and North Hampshire Hospital,RN5,Hampshire Hospitals NHS Foundation Trust,01256 473 202,customercare@hhft.nhs.uk,http://www.hampshirehospitals.nhs.uk,"01256 313098,,,"
41261,RN541,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Hampshire County Hospital,RN5,Hampshire Hospitals NHS Foundation Trust,01962863535,hampshire.hospitals@hhft.nhs.uk,http://www.hampshirehospitals.nhs.uk,",,,"
41262,RN542,Hospital,Hospital,NHS Sector,Visible,TRUE,Andover War Memorial Hospital,RN5,Hampshire Hospitals NHS Foundation Trust,01264 358 811,hampshire.hospitals@hhft.nhs.uk,http://www.hampshirehospitals.nhs.uk,",,,"
41265,RN707,Hospital,Hospital,NHS Sector,Visible,TRUE,Darent Valley Hospital,RN7,Dartford and Gravesham NHS Trust,01322 428100,dgn-tr.enquiries@nhs.net,http://www.dgt.nhs.uk,",,,"
41268,RNA01,Hospital,Hospital,NHS Sector,Visible,TRUE,Russells Hall Hospital,RNA,The Dudley Group NHS Foundation Trust,01384 456111,communications@dgh.nhs.uk,http://www.dudleygroup.nhs.uk,"01384 244051,,,"
41269,RNA02,Hospital,Hospital,NHS Sector,Visible,TRUE,Guest Hospital,RNA,The Dudley Group NHS Foundation Trust,01384 456111,communications@dgh.nhs.uk,http://www.dgh.nhs.uk,",,,"
41270,RNA04,Hospital,Hospital,NHS Sector,Visible,TRUE,Corbett Hospital,RNA,The Dudley Group NHS Foundation Trust,01384 456111,communications@dgh.nhs.uk,http://www.dgh.nhs.uk,",,,"
41302,RNLAY,Hospital,Hospital,NHS Sector,Visible,TRUE,Cumberland Infirmary,RNL,North Cumbria University Hospitals NHS Trust,01228 523444,,http://www.ncuh.nhs.uk/index.aspx,",,,"
41311,RNNBE,Hospital,Hospital,NHS Sector,Visible,TRUE,Penrith Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust,01768 245555,,http://www.cumbriapartnership.nhs.uk,",,,"
41316,RNNCB,Hospital,Hospital,NHS Sector,Visible,TRUE,Cockermouth Community Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust,01900 705776,,https://www.cumbriapartnership.nhs.uk/where-we-work/cockermouth-community-hospital,",,,"
41341,RNQ51,Hospital,Hospital,NHS Sector,Visible,TRUE,Kettering General Hospital,RNQ,Kettering General Hospital NHS Foundation Trust,01536 492000,enquiries@kgh.nhs.uk,http://www.kgh.nhs.uk,"01536 493767,,,"
41354,RNZ02,Hospital,Hospital,NHS Sector,Visible,TRUE,Salisbury District Hospital,RNZ,Salisbury NHS Foundation Trust,01722 336262,sft.pals@nhs.net,http://www.salisbury.nhs.uk,",,,"
41366,RNZ69,Hospital,Hospital,NHS Sector,Visible,TRUE,Devizes Community Hospital,RNZ,Salisbury NHS Foundation Trust,,,,",,,"
41381,RP1A1,Hospital,Hospital,NHS Sector,Visible,TRUE,St Mary's Hospital,RP1,Northamptonshire Healthcare NHS Foundation Trust,01536 410141,,http://www.nhft.nhs.uk,",,,"
41384,RP1F2,Hospital,Hospital,NHS Sector,Visible,TRUE,Isebrook Hospital,RP1,Northamptonshire Healthcare NHS Foundation Trust,01933 235800,,,",,,"
41403,RP401,Hospital,Hospital,NHS Sector,Visible,TRUE,Great Ormond Street Hospital ,RP4,Great Ormond Street Hospital for Children NHS Foundation Trust,+44 (0)20 7405 9200,,http://www.gosh.nhs.uk,",,,"
41405,RP5BA,Hospital,Hospital,NHS Sector,Visible,TRUE,Bassetlaw Hospital,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,01909 500990,,http://www.dbth.nhs.uk,"01909 502246,,,"
41406,RP5DR,Hospital,Hospital,NHS Sector,Visible,TRUE,Doncaster Royal Infirmary,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,01302 366666,,http://www.dbth.nhs.uk,"01302 320098,,,"
41408,RP5MM,Hospital,Hospital,NHS Sector,Visible,TRUE,Montagu Hospital,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,01709 585171,,http://www.dbh.nhs.uk,"01709 571689,,,"
41409,RP5RE,Hospital,Hospital,NHS Sector,Visible,TRUE,Retford Hospital,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,01777 274400,,http://www.dbh.nhs.uk,"01777 710535,,,"
41412,RP601,Hospital,Hospital,NHS Sector,Visible,TRUE,Moorfields Eye Hospital (City Road),RP6,Moorfields Eye Hospital NHS Foundation Trust,020 7253 3411,,http://www.moorfields.nhs.uk,"020 7253 4696,,,"
41431,RP768,Hospital,Hospital,NHS Sector,Visible,TRUE,"Discovery House - The Fens, The Vales & The Wolds",RP7,Lincolnshire Partnership NHS Foundation Trust,01522 597933,,,",,"
41437,RP7EV,Hospital,Hospital,NHS Sector,Visible,TRUE,Peter Hodgkinson Centre - Charlesworth Ward & Conolly Ward,RP7,Lincolnshire Partnership NHS Foundation Trust,01522 573553,,,"01522,,,"
41438,RP7LP,Hospital,Hospital,NHS Sector,Visible,TRUE,Manthorpe Centre,RP7,Lincolnshire Partnership NHS Foundation Trust,01476 464848,,,",,,"
41440,RPA02,Hospital,Hospital,NHS Sector,Visible,TRUE,Medway Maritime Hospital,RPA,Medway NHS Foundation Trust,01634 830 000,choices@medway.nhs.uk,http://www.medway.nhs.uk,"01634 829 470,,,"
41475,RPC04,Hospital,Hospital,NHS Sector,Visible,TRUE,Queen Victoria Hospital (East Grinstead),RPC,Queen Victoria Hospital NHS Foundation Trust,01342 414000,qvh.info@nhs.net,http://www.qvh.nhs.uk,"01342 414414,,,"
41493,RPGAD,Hospital,Hospital,NHS Sector,Visible,TRUE,Green Parks House,RPG,Oxleas NHS Foundation Trust,01689 880 000,,,"01689 852 211,,,"
41494,RPGAE,Hospital,Hospital,NHS Sector,Visible,TRUE,Oxleas House,RPG,Oxleas NHS Foundation Trust,0203 953 6340,,http://www.oxleas.nhs.uk,",,,"
41495,RPGAG,Hospital,Hospital,NHS Sector,Visible,TRUE,Memorial Hospital (Greenwich),RPG,Oxleas NHS Foundation Trust,020 8836 8500,,http://www.oxleas.nhs.uk,",,,"
41496,RPGHF,Hospital,Hospital,NHS Sector,Visible,TRUE,Queen Mary,RPG,Oxleas NHS Foundation Trust,020 8302 2678,,http://qmh.oxleas.nhs.uk,",,,"
41504,RPY01,Hospital,Hospital,NHS Sector,Visible,TRUE,The Royal Marsden Hospital (London),RPY,The Royal Marsden NHS Foundation Trust,020 7352 8171,patientcentre@royalmarsden.nhs.uk,http://www.royalmarsden.nhs.uk,"020 8661 3335,,,"
41505,RPY02,Hospital,Hospital,NHS Sector,Visible,TRUE,The Royal Marsden Hospital (Surrey),RPY,The Royal Marsden NHS Foundation Trust,020 8642 6011,patientcentre@rmh.nhs.uk,http://www.royalmarsden.nhs.uk,"020 8661 3335,,,"
41507,RQ301,Hospital,Hospital,NHS Sector,Visible,TRUE,Birmingham Children's Hospital,RQ3,Birmingham Women's and Children's NHS Foundation Trust,0121 333 9999,,http://www.bwc.nhs.uk,"0121 333 9998,,,"
41545,RQM01,Hospital,Hospital,NHS Sector,Visible,TRUE,Chelsea and Westminster Hospital,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,020 3315 8000,,http://www.chelwest.nhs.uk,",,,"
41556,RQWG0,Hospital,Hospital,NHS Sector,Visible,TRUE,Princess Alexandra Hospital,RQW,The Princess Alexandra Hospital NHS Trust,01279 444455,,http://www.pah.nhs.uk/,"01279 429371,,,"
41569,RQXM1,Hospital,Hospital,NHS Sector,Visible,TRUE,Homerton University Hospital,RQX,Homerton University Hospital NHS Foundation Trust,020 8510 5555,huh-tr.enquiries@nhs.net,http://www.homerton.nhs.uk,"020 8510 7608,,,"
41571,RQY01,Hospital,Hospital,NHS Sector,Visible,TRUE,Springfield University Hospital,RQY,South West London and St George's Mental Health NHS Trust,0203 513 5000,,http://www.swlstg.nhs.uk,",,,"
41573,RQY05,Hospital,Hospital,NHS Sector,Visible,TRUE,Barnes Hospital,RQY,South West London and St George's Mental Health NHS Trust,0203 513 5000,,https://www.swlstg.nhs.uk,"0203 513 5471,,,"
41576,RQY08,Hospital,Hospital,NHS Sector,Visible,TRUE,Tolworth Hospital,RQY,South West London and St George's Mental Health NHS Trust,020 3513 5000,,http://www.swlstg.nhs.uk,",,,"
41607,RR7EN,Hospital,Hospital,NHS Sector,Visible,TRUE,Queen Elizabeth Hospital,RR7,Gateshead Health NHS Foundation Trust,0191 482 0000,ghnt.pals.service@nhs.net,http://www.qegateshead.nhs.uk,",,,"
41608,RR7ER,Hospital,Hospital,NHS Sector,Visible,TRUE,Dunston Hill Hospital,RR7,Gateshead Health NHS Foundation Trust,0191 482 0000,pals@ghnt.nhs.uk,http://www.qegateshead.nhs.uk,",,,"
41611,RR801,Hospital,Hospital,NHS Sector,Visible,TRUE,Leeds General Infirmary,RR8,Leeds Teaching Hospitals NHS Trust,0113 243 2799,,http://www.leedsth.nhs.uk,",,,"
41612,RR802,Hospital,Hospital,NHS Sector,Visible,TRUE,Leeds Dental Hospital,RR8,Leeds Teaching Hospitals NHS Trust,0113 2440111,,http://www.leedsth.nhs.uk,",,,"
41614,RR807,Hospital,Hospital,NHS Sector,Visible,TRUE,Wharfedale Hospital,RR8,Leeds Teaching Hospitals NHS Trust,(01943) 465522,,http://www.leedsth.nhs.uk,",,,"
41615,RR813,Hospital,Hospital,NHS Sector,Visible,TRUE,St James's Hospital,RR8,Leeds Teaching Hospitals NHS Trust,0113 243 3144,,http://www.leedsth.nhs.uk,",,,"
41616,RR814,Hospital,Hospital,NHS Sector,Visible,TRUE,Seacroft Hospital,RR8,Leeds Teaching Hospitals NHS Trust,(0113) 2648164,,http://www.leedsth.nhs.uk,",,,"
41618,RR819,Hospital,Hospital,NHS Sector,Visible,TRUE,Chapel Allerton Hospital,RR8,Leeds Teaching Hospitals NHS Trust,(0113) 2623404,,http://www.leedsth.nhs.uk,",,,"
41635,RRE11,Hospital,Hospital,NHS Sector,Visible,TRUE,St George's,RRE,Midlands Partnership NHS Foundation Trust,0300 790 7000,enquiries@mpft.nhs.uk,https://www.mpft.nhs.uk,"01785 258969,,,"
41723,RRF01,Hospital,Hospital,NHS Sector,Visible,TRUE,Leigh Infirmary,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",01942 244000,patient.relations@wwl.nhs.uk,http://www.wwl.nhs.uk/hospitals/leigh.aspx,"01942 822042,,"
41724,RRF02,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Albert Edward Infirmary,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",01942 244000,patient.relations@wwl.nhs.uk,http://www.wwl.nhs.uk/hospitals/raei.aspx,"01942 822042,,"
41728,RRF53,Hospital,Hospital,NHS Sector,Visible,TRUE,Wrightington Hospital,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",01942 244000,patient.relations@wwl.nhs.uk,http://www.wwl.nhs.uk/hospitals/wrightington/default.aspx,"01942 822042,,"
41735,RRJ05,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Orthopaedic Hospital,RRJ,The Royal Orthopaedic Hospital NHS Foundation Trust,0121 685 4000,roh.comms@nhs.net,http://www.roh.nhs.uk/,"0121 685 4100,,,"
41754,RRK15,Hospital,Hospital,NHS Sector,Visible,TRUE,Queen Elizabeth Hospital Birmingham,RRK,University Hospitals Birmingham NHS Foundation Trust,0121 371 2000,communications@uhb.nhs.uk,http://www.uhb.nhs.uk,"0121 627 2834,,,"
41804,RRV03,Hospital,Hospital,NHS Sector,Visible,TRUE,University College Hospital,RRV,University College London Hospitals NHS Foundation Trust,020 3456 7890,,http://www.uclh.nhs.uk,",,,"
41806,RRV30,Hospital,Hospital,NHS Sector,Visible,TRUE,University College Hospital at Westmoreland Street,RRV,University College London Hospitals NHS Foundation Trust,020 3456 7898,,http://www.uclh.nhs.uk/OurServices/OurHospitals/HH/Pages/Home.aspx,",,,"
41807,RRV60,Hospital,Hospital,NHS Sector,Visible,TRUE,The Royal London Hospital For Integrated Medicine,RRV,University College London Hospitals NHS Foundation Trust,020 3456 7890,rlhhpatients@uclh.org,http://www.uclh.nhs.uk/rlhim,"020 7391 8829,,,"
41822,RRVNQ,Hospital,Hospital,NHS Sector,Visible,TRUE,"National Hospital For Neurology and Neurosurgery, Queen Square",RRV,University College London Hospitals NHS Foundation Trust,020 3456 7890,,http://www.uclh.nhs.uk/,",,"
41823,RRVRH,Hospital,Hospital,NHS Sector,Visible,TRUE,Hospital For Tropical Diseases,RRV,University College London Hospitals NHS Foundation Trust,020 3456 7891,,http://www.uclh.nhs.uk,",,,"
41826,RT113,Hospital,Hospital,NHS Sector,Visible,TRUE,Fulbourn Hospital,RT1,Cambridgeshire and Peterborough NHS Foundation Trust,01223219400,,http://www.cpft.nhs.uk,",,,"
41841,RT301,Hospital,Hospital,NHS Sector,Visible,TRUE,Harefield Hospital,RT3,Royal Brompton and Harefield NHS Foundation Trust,01895 823 737,pals@rbht.nhs.uk,http://www.rbht.nhs.uk/,",,,"
41842,RT302,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Brompton Hospital,RT3,Royal Brompton and Harefield NHS Foundation Trust,020 7352 8121,pals@rbht.nhs.uk,http://www.rbht.nhs.uk,"020 7351 8473,,,"
41862,RTD01,Hospital,Hospital,NHS Sector,Visible,TRUE,Freeman Hospital,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,(0191) 233 6161,foundation.office@nuth.nhs.uk,http://www.newcastle-hospitals.nhs.uk/,"(0191) 213 1968,,,"
41863,RTD02,Hospital,Hospital,NHS Sector,Visible,TRUE,The Royal Victoria Infirmary,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,0191 233 6161,foundation.office@nuth.nhs.uk,http://www.newcastle-hospitals.nhs.uk/,"0191 201 0155,,,"
41865,RTD04,Hospital,Hospital,NHS Sector,Visible,TRUE,Newcastle Dental Hospital,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,(0191) 233 6161,foundation.office@nuth.nhs.uk,http://www.newcastle-hospitals.nhs.uk/,"(0191) 282 4671,,,"
41871,RTD10,Hospital,Hospital,NHS Sector,Visible,TRUE,Great North Childrens Hospital,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,0191 233 6161,,http://www.gnch.nhs.uk,",,,"
41887,RTE01,Hospital,Hospital,NHS Sector,Visible,TRUE,Cheltenham General Hospital,RTE,Gloucestershire Hospitals NHS Foundation Trust,0300 422 2222,,http://www.gloshospitals.nhs.uk,",,,"
41889,RTE03,Hospital,Hospital,NHS Sector,Visible,TRUE,Gloucestershire Royal Hospital,RTE,Gloucestershire Hospitals NHS Foundation Trust,03004 222 222,,http://www.gloshospitals.nhs.uk,",,,"
41898,RTE22,Hospital,Hospital,NHS Sector,Visible,TRUE,Moore Cottage Hospital,RTE,Gloucestershire Hospitals NHS Foundation Trust,,,,",,,"
41929,RTE57,Hospital,Hospital,NHS Sector,Visible,TRUE,Thirlestaine Breast Centre,RTE,Gloucestershire Hospitals NHS Foundation Trust,0300 422 3785,,,",,,"
41931,RTE64,Hospital,Hospital,NHS Sector,Visible,TRUE,Tetbury Hospital,RTE,Gloucestershire Hospitals NHS Foundation Trust,01666 502336,,https://tetburyhospital.co.uk,",,,"
41947,RTFDH,Hospital,Hospital,NHS Sector,Visible,TRUE,Berwick Infirmary,RTF,Northumbria Healthcare NHS Foundation Trust,0344 811 8111,contactus@northumbria.nhs.uk,https://www.northumbria.nhs.uk/berwick,",,,"
41948,RTFDJ,Hospital,Hospital,NHS Sector,Visible,TRUE,Alnwick Infirmary,RTF,Northumbria Healthcare NHS Foundation Trust,0344 811 8111,contactus@northumbria.nhs.uk,https://www.northumbria.nhs.uk/alnwick,",,,"
41954,RTFDR,Hospital,Hospital,NHS Sector,Visible,TRUE,Hexham General Hospital,RTF,Northumbria Healthcare NHS Foundation Trust,0344 811 8111,contactus@northumbria.nhs.uk,https://www.northumbria.nhs.uk/hexham,",,,"
41956,RTFDU,Hospital,Hospital,NHS Sector,Visible,TRUE,Haltwhistle War Memorial Hospital,RTF,Northumbria Healthcare NHS Foundation Trust,0344 811 8111,contactus@northumbria.nhs.uk,https://www.northumbria.nhs.uk/haltwhistle,",,,"
41957,RTFDX,Hospital,Hospital,NHS Sector,Visible,TRUE,Blyth Community Hospital,RTF,Northumbria Healthcare NHS Foundation Trust,0344 811 8111,contactus@northumbria.nhs.uk,https://www.northumbria.nhs.uk/blyth,",,,"
41958,RTFDY,Hospital,Hospital,NHS Sector,Visible,TRUE,Northumbria Healthcare NHS Foundation Trust,RTF,Northumbria Healthcare NHS Foundation Trust,,,,",,"
41960,RTFED,Hospital,Hospital,NHS Sector,Visible,TRUE,Wansbeck General Hospital,RTF,Northumbria Healthcare NHS Foundation Trust,0344 811 8111,contactus@northumbria.nhs.uk,https://www.northumbria.nhs.uk/wansbeck,",,,"
41961,RTFEF,Hospital,Hospital,NHS Sector,Visible,TRUE,Rothbury Community Hospital,RTF,Northumbria Healthcare NHS Foundation Trust,01669 620 555,contactus@northumbria.nhs.uk,https://www.northumbria.nhs.uk/rothbury,",,,"
41969,RTFFS,Hospital,Hospital,NHS Sector,Visible,TRUE,North Tyneside General Hospital,RTF,Northumbria Healthcare NHS Foundation Trust,0344 811 8111,contactus@northumbria.nhs.uk,https://www.northumbria.nhs.uk/north-tyneside,",,,"
41980,RTGFA,Hospital,Hospital,NHS Sector,Visible,TRUE,London Road Community Hospital,RTG,University Hospital of Derby and Burton NHS Foundation Trust,01332 265500,uhdb.contactpalsderby@nhs.net,http://www.uhdb.nhs.uk,",,,"
41982,RTGFG,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Derby Hospital,RTG,University Hospital of Derby and Burton NHS Foundation Trust,01332 340131,uhdb.contactpalsderby@nhs.net,https://www.uhdb.nhs.uk/,"01332 785566,,,"
41984,RTH02,Hospital,Hospital,NHS Sector,Visible,TRUE,Churchill Hospital,RTH,Oxford University Hospitals NHS Foundation Trust,0300 3047777,pals@ouh.nhs.uk,http://www.ouh.nhs.uk/hospitals/churchill/default.aspx,",,,"
41986,RTH05,Hospital,Hospital,NHS Sector,Visible,TRUE,Horton General Hospital,RTH,Oxford University Hospitals NHS Foundation Trust,0300 3047777,pals@ouh.nhs.uk,http://www.ouh.nhs.uk/hospitals/horton/default.aspx,",,,"
41987,RTH08,Hospital,Hospital,NHS Sector,Visible,TRUE,John Radcliffe Hospital,RTH,Oxford University Hospitals NHS Foundation Trust,0300 3047777,pals@ouh.nhs.uk,http://www.ouh.nhs.uk/hospitals/jr/default.aspx,",,,"
42026,RTK01,Hospital,Hospital,NHS Sector,Visible,TRUE,St Peter's Hospital,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,01932 872000,asp-tr.patient.advice@nhs.net,http://www.ashfordstpeters.nhs.uk,",,,"
42027,RTK02,Hospital,Hospital,NHS Sector,Visible,TRUE,Ashford Hospital,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,01784 884488,asp-tr.patient.advice@nhs.net,http://www.ashfordstpeters.nhs.uk,",,,"
42109,RTR03,Hospital,Hospital,NHS Sector,Visible,TRUE,East Cleveland Hospital,RTR,South Tees Hospitals NHS Foundation Trust,01287 676205,,,",,,"
42129,RTR45,Hospital,Hospital,NHS Sector,Visible,TRUE,Friarage Hospital,RTR,South Tees Hospitals NHS Foundation Trust,01609 779911,,http://www.southtees.nhs.uk,",,,"
42130,RTRAQ,Hospital,Hospital,NHS Sector,Visible,TRUE,Guisborough General Hospital ,RTR,South Tees Hospitals NHS Foundation Trust,01287 284000,,http://www.southtees.nhs.uk,",,,"
42131,RTRAT,Hospital,Hospital,NHS Sector,Visible,TRUE,The James Cook University Hospital,RTR,South Tees Hospitals NHS Foundation Trust,01642 850850,,https://www.southtees.nhs.uk/,",,,"
42182,RTX02,Hospital,Hospital,NHS Sector,Visible,TRUE,Royal Lancaster Infirmary,RTX,University Hospitals Of Morecambe Bay NHS Foundation Trust,01524 65944,trusthq@mbht.nhs.uk,http://www.uhmb.nhs.uk/,"01524 846346,,,"
42186,RTXBU,Hospital,Hospital,NHS Sector,Visible,TRUE,Furness General Hospital,RTX,University Hospitals Of Morecambe Bay NHS Foundation Trust,01229 870870,trusthq@mbht.nhs.uk,http://www.uhmb.nhs.uk,",,,"
42187,RTXBW,Hospital,Hospital,NHS Sector,Visible,TRUE,Westmorland General Hospital,RTX,University Hospitals Of Morecambe Bay NHS Foundation Trust,01539 732288,trusthq@mbht.nhs.uk,http://www.uhmb.nhs.uk/,"01539 740852,,,"
42192,RV346,Hospital,Hospital,NHS Sector,Visible,TRUE,The Gordon Hospital,RV3,Central and North West London NHS Foundation Trust,020 3315 8733,,http://www.cnwl.nhs.uk/services/acute/,"020 8746 8711,,,"
